                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.4942,                 1.2285,                 1.1851,                0.63569,                0.46589,                0.48558,                0.22191,                 1.8238,                 1.2854,                  1.266,              0.0097044,              0.0097044,              0.0097044
                     13,                 1.4885,                 1.2117,                 1.1908,                0.57984,                0.52733,                0.50083,                0.23327,                 1.7975,                 1.2562,                 1.2434,              0.0096489,              0.0096489,              0.0096489
                     14,                 1.4593,                 1.1915,                 1.1652,                0.66721,                0.52556,                0.53428,                0.25643,                 1.7235,                 1.1808,                 1.2065,              0.0095888,              0.0095888,              0.0095888
                     15,                 1.4434,                 1.1449,                 1.1594,                0.47725,                0.42849,                0.35472,                0.16399,                 1.7945,                 2.7634,                 1.2428,              0.0095241,              0.0095241,              0.0095241
                     16,                 1.4443,                 1.1729,                 1.1664,                0.66958,                0.49674,                0.51305,                0.24612,                 1.7523,                  1.286,                 1.2034,               0.009455,               0.009455,               0.009455
                     17,                 1.4717,                 1.1775,                 1.1645,                0.68922,                0.54023,                0.52496,                 0.2523,                 1.7664,                 1.2076,                 1.2349,              0.0093815,              0.0093815,              0.0093815
                     18,                 1.4167,                 1.1199,                 1.1525,                0.65509,                0.40559,                0.44533,                0.19372,                 1.8714,                 1.4145,                 1.2728,              0.0093037,              0.0093037,              0.0093037
                     19,                 1.4292,                 1.1116,                 1.1566,                0.66439,                0.51879,                0.52504,                0.23677,                 1.7928,                 1.1723,                 1.2175,              0.0092216,              0.0092216,              0.0092216
                     20,                 1.4069,                 1.0914,                 1.1371,                0.67216,                0.53077,                0.53395,                0.24164,                 1.7885,                 1.1488,                 1.2297,              0.0091354,              0.0091354,              0.0091354
                     21,                 1.4122,                 1.0916,                 1.1432,                 0.5928,                0.50511,                0.50419,                0.23069,                 1.7658,                 1.2678,                 1.2208,              0.0090451,              0.0090451,              0.0090451
                     22,                 1.4183,                 1.0917,                  1.142,                0.70075,                0.51718,                0.54548,                0.25699,                 1.7441,                 1.1422,                 1.2245,              0.0089508,              0.0089508,              0.0089508
                     23,                 1.4045,                 1.0821,                 1.1377,                0.69293,                0.50458,                0.55083,                0.27164,                 1.7054,                  1.119,                 1.1947,              0.0088526,              0.0088526,              0.0088526
                     24,                 1.3726,                 1.0531,                 1.1265,                0.72002,                0.53063,                0.56485,                0.26321,                 1.7319,                 1.1158,                 1.2181,              0.0087506,              0.0087506,              0.0087506
                     25,                 1.3854,                 1.0749,                  1.137,                0.67687,                0.53846,                0.54441,                0.25691,                 1.7121,                 1.1028,                 1.2032,              0.0086449,              0.0086449,              0.0086449
                     26,                 1.3639,                 1.0297,                  1.132,                0.65083,                0.53714,                0.54879,                0.26647,                 1.7455,                 1.0873,                 1.2233,              0.0085355,              0.0085355,              0.0085355
                     27,                 1.3718,                 1.0289,                 1.1326,                0.71041,                 0.4918,                 0.5602,                0.26965,                 1.7213,                 1.0708,                 1.2081,              0.0084228,              0.0084228,              0.0084228
                     28,                 1.3778,                  1.012,                 1.1257,                0.68942,                0.54412,                0.55705,                0.26733,                 1.7115,                 1.0898,                 1.2084,              0.0083066,              0.0083066,              0.0083066
                     29,                 1.3547,                 1.0092,                 1.1201,                0.66947,                0.52064,                0.53965,                0.24913,                 1.7384,                 1.1798,                 1.2259,              0.0081871,              0.0081871,              0.0081871
                     30,                 1.3589,                0.99715,                 1.1267,                0.70379,                0.53323,                0.56127,                0.26317,                 1.7236,                 1.0439,                  1.216,              0.0080646,              0.0080646,              0.0080646
                     31,                 1.3459,                0.98706,                 1.1159,                0.70956,                0.49078,                0.54398,                0.26465,                 1.6766,                 1.0562,                 1.1806,              0.0079389,              0.0079389,              0.0079389
                     32,                 1.3425,                 0.9934,                 1.1173,                0.73304,                0.52699,                0.56615,                0.27209,                 1.7357,                 1.0305,                 1.2064,              0.0078104,              0.0078104,              0.0078104
                     33,                 1.3304,                0.98607,                 1.1091,                0.67104,                0.54601,                0.55844,                0.26638,                 1.6879,                 1.0666,                 1.1933,              0.0076792,              0.0076792,              0.0076792
                     34,                 1.3548,                0.97294,                 1.1117,                 0.7388,                0.52534,                 0.5588,                0.25912,                 1.7726,                 1.1443,                 1.2334,              0.0075452,              0.0075452,              0.0075452
                     35,                 1.3327,                0.96819,                 1.1122,                0.69008,                 0.5379,                0.56302,                0.26284,                 1.6906,                 1.0418,                 1.1883,              0.0074088,              0.0074088,              0.0074088
                     36,                 1.3286,                0.96549,                 1.1063,                0.59672,                0.49201,                0.47626,                0.22125,                 1.7529,                 1.2859,                  1.207,                0.00727,                0.00727,                0.00727
                     37,                 1.3205,                0.94553,                 1.1004,                0.59464,                0.32512,                0.40973,                0.19849,                 1.7903,                 2.0445,                 1.2305,              0.0071289,              0.0071289,              0.0071289
                     38,                 1.3344,                0.96282,                  1.112,                0.25064,                0.57669,                0.37876,                0.19734,                 1.7253,                 2.3846,                 1.1936,              0.0069858,              0.0069858,              0.0069858
                     39,                 1.3154,                0.92644,                 1.1022,                0.59334,                0.34635,                 0.4179,                 0.2049,                  1.764,                 1.9648,                 1.2003,              0.0068407,              0.0068407,              0.0068407
                     40,                 1.3069,                0.92731,                 1.0925,                0.35962,                0.55276,                0.39892,                 0.2097,                 1.7128,                 2.8101,                 1.1932,              0.0066937,              0.0066937,              0.0066937
                     41,                 1.3058,                 0.9176,                 1.0934,                0.37061,                0.54197,                0.40353,                0.20851,                 1.7818,                 2.9673,                 1.2161,              0.0065451,              0.0065451,              0.0065451
                     42,                 1.2962,                0.91135,                 1.1083,                0.38173,                0.57715,                  0.424,                0.21654,                 1.7766,                 2.8654,                    1.2,               0.006395,               0.006395,               0.006395
                     43,                 1.2838,                0.89705,                 1.0924,                0.34607,                0.55403,                0.38157,                0.20186,                 1.7052,                 2.9638,                 1.2014,              0.0062435,              0.0062435,              0.0062435
                     44,                 1.2647,                0.88316,                 1.0863,                0.40038,                0.42399,                0.35504,                0.19403,                 1.7008,                 3.5732,                 1.1783,              0.0060908,              0.0060908,              0.0060908
                     45,                 1.2755,                0.86801,                 1.0842,                0.33506,                0.60291,                0.42593,                0.21431,                 1.7636,                 2.5737,                 1.2072,              0.0059369,              0.0059369,              0.0059369
                     46,                 1.2745,                0.86405,                 1.0873,                 0.5671,                0.42346,                0.41736,                0.20757,                 1.7115,                 2.1226,                   1.19,              0.0057822,              0.0057822,              0.0057822
                     47,                 1.2907,                 0.8591,                 1.0855,                0.28134,                0.56093,                0.35188,                0.18727,                 1.7033,                  2.873,                 1.1803,              0.0056267,              0.0056267,              0.0056267
                     48,                 1.2701,                 0.8529,                 1.0807,                0.38378,                0.47302,                 0.3759,                0.20658,                 1.7538,                 2.8598,                 1.2143,              0.0054706,              0.0054706,              0.0054706
                     49,                  1.284,                 0.8607,                 1.0901,                0.32657,                0.54949,                  0.381,                0.20777,                 1.7051,                 2.7619,                 1.1872,               0.005314,               0.005314,               0.005314
                     50,                 1.2669,                0.85728,                  1.085,                0.27488,                0.56063,                0.35416,                0.18635,                 1.7231,                 2.6288,                    1.2,              0.0051571,              0.0051571,              0.0051571
                     51,                 1.2764,                0.85083,                 1.0833,                 0.3093,                0.54316,                0.37352,                0.19988,                 1.6925,                 3.0038,                 1.1916,              0.0050001,              0.0050001,              0.0050001
                     52,                 1.2731,                0.84555,                 1.0884,                0.35562,                 0.5055,                0.35542,                0.18839,                 1.7452,                 3.1758,                 1.2071,               0.004843,               0.004843,               0.004843
                     53,                 1.2616,                0.83685,                 1.0813,                  0.372,                0.48449,                0.35982,                0.18787,                 1.7597,                 3.1985,                 1.1972,              0.0046861,              0.0046861,              0.0046861
                     54,                 1.2544,                0.80895,                 1.0739,                0.33538,                0.50604,                0.35229,                0.18863,                 1.7122,                 2.9259,                 1.1947,              0.0045295,              0.0045295,              0.0045295
                     55,                  1.255,                0.82076,                 1.0791,                0.31735,                0.54264,                0.34314,                0.18503,                 1.7024,                 2.8779,                 1.1757,              0.0043734,              0.0043734,              0.0043734
                     56,                 1.2567,                0.80689,                 1.0787,                0.37162,                0.37684,                0.30508,                0.16928,                 1.7358,                  3.697,                 1.1975,              0.0042179,              0.0042179,              0.0042179
                     57,                 1.2365,                0.80821,                 1.0661,                0.37194,                0.46845,                0.35317,                0.19124,                 1.7391,                 3.2959,                 1.1918,              0.0040632,              0.0040632,              0.0040632
                     58,                 1.2192,                0.78665,                 1.0679,                 0.3525,                0.54497,                0.39376,                 0.2105,                 1.7535,                 2.8568,                 1.2077,              0.0039093,              0.0039093,              0.0039093
                     59,                 1.2248,                0.78033,                 1.0661,                0.37635,                0.47397,                0.36131,                 0.2009,                 1.6778,                 3.1185,                 1.1756,              0.0037566,              0.0037566,              0.0037566
                     60,                  1.232,                0.78209,                 1.0571,                0.39462,                0.38976,                0.33439,                0.18164,                 1.7386,                 3.6154,                  1.191,              0.0036051,              0.0036051,              0.0036051
                     61,                  1.229,                0.76582,                 1.0706,                0.27429,                0.59332,                0.37648,                0.19192,                 1.7306,                  2.553,                 1.1983,               0.003455,               0.003455,               0.003455
                     62,                 1.2096,                0.74089,                 1.0449,                0.44562,                0.19598,                0.28731,                0.16818,                 1.7353,                 4.3065,                  1.195,              0.0033064,              0.0033064,              0.0033064
                     63,                 1.2308,                0.74882,                 1.0607,                0.40635,                0.40243,                0.34545,                0.18478,                 1.7382,                  3.467,                 1.1991,              0.0031594,              0.0031594,              0.0031594
                     64,                 1.2163,                0.74569,                 1.0571,                0.44054,                 0.2012,                0.28415,                0.16187,                 1.7468,                 4.1668,                 1.2067,              0.0030143,              0.0030143,              0.0030143
                     65,                 1.2054,                 0.7343,                  1.055,                0.40271,                0.44121,                0.35713,                0.18817,                 1.7193,                 3.4512,                 1.1883,              0.0028712,              0.0028712,              0.0028712
                     66,                 1.1942,                0.72431,                 1.0522,                0.41636,                0.35742,                0.33635,                0.17952,                 1.7022,                 3.6237,                 1.1724,              0.0027301,              0.0027301,              0.0027301
                     67,                  1.205,                0.73275,                 1.0558,                 0.3758,                0.30988,                0.29075,                 0.1611,                 1.6956,                 3.7821,                 1.1804,              0.0025913,              0.0025913,              0.0025913
                     68,                 1.1875,                0.71914,                 1.0494,                0.35496,                0.50559,                0.36865,                 0.1911,                 1.6986,                 3.0977,                 1.1775,              0.0024549,              0.0024549,              0.0024549
                     69,                 1.1925,                  0.718,                 1.0552,                0.43898,                0.32829,                0.32989,                0.18591,                 1.7244,                 3.7189,                 1.1703,              0.0023209,              0.0023209,              0.0023209
                     70,                 1.2039,                0.71685,                 1.0613,                 0.4297,                0.41116,                0.36157,                0.19276,                 1.6961,                 3.4981,                 1.1693,              0.0021897,              0.0021897,              0.0021897
                     71,                 1.1756,                0.70294,                 1.0369,                0.41477,                0.34375,                0.31696,                0.17537,                 1.7241,                 3.6897,                 1.1805,              0.0020612,              0.0020612,              0.0020612
                     72,                 1.1834,                0.69125,                  1.042,                0.42596,                0.40518,                0.35221,                0.18703,                 1.7108,                 3.5144,                 1.1847,              0.0019355,              0.0019355,              0.0019355
                     73,                 1.1706,                0.68861,                 1.0376,                0.40351,                 0.3488,                0.32261,                0.17323,                 1.6963,                  3.727,                 1.1619,               0.001813,               0.001813,               0.001813
                     74,                  1.185,                0.68409,                 1.0378,                0.47762,                0.23816,                 0.3245,                0.18199,                 1.6992,                 4.0199,                 1.1723,              0.0016935,              0.0016935,              0.0016935
                     75,                 1.1582,                0.67026,                  1.039,                0.42649,                0.32958,                0.32954,                0.18522,                 1.6945,                 3.7239,                 1.1669,              0.0015773,              0.0015773,              0.0015773
                     76,                 1.1603,                0.66371,                 1.0394,                 0.4008,                0.38102,                0.33596,                0.17936,                 1.7251,                 3.5331,                 1.1801,              0.0014646,              0.0014646,              0.0014646
                     77,                 1.1587,                0.67206,                  1.045,                0.45581,                0.42276,                0.38113,                 0.2013,                 1.7295,                 3.5383,                 1.1831,              0.0013552,              0.0013552,              0.0013552
                     78,                 1.1513,                0.65839,                 1.0324,                0.41856,                0.32349,                0.32192,                0.17388,                 1.7094,                 3.8499,                 1.1756,              0.0012495,              0.0012495,              0.0012495
                     79,                 1.1514,                0.65651,                 1.0359,                0.43602,                0.35495,                0.33687,                0.18237,                 1.6963,                 3.6879,                 1.1714,              0.0011475,              0.0011475,              0.0011475
                     80,                 1.1353,                0.63416,                 1.0315,                0.48843,                0.33654,                0.35899,                0.19918,                 1.6947,                 3.8336,                 1.1664,              0.0010493,              0.0010493,              0.0010493
                     81,                  1.148,                0.64066,                 1.0321,                0.51651,                0.29426,                 0.3598,                0.19733,                 1.6836,                 4.0374,                 1.1616,             0.00095501,             0.00095501,             0.00095501
                     82,                 1.1428,                0.63681,                 1.0319,                0.52791,                0.22596,                0.33927,                0.19215,                 1.6733,                  4.178,                 1.1659,             0.00086469,             0.00086469,             0.00086469
                     83,                 1.1463,                0.62591,                 1.0341,                0.50302,                0.17902,                0.31108,                0.17858,                 1.7073,                 4.4023,                  1.176,             0.00077845,             0.00077845,             0.00077845
                     84,                 1.1314,                0.63069,                 1.0342,                0.50223,                0.26567,                0.34085,                0.18792,                  1.699,                 4.1047,                 1.1736,             0.00069638,             0.00069638,             0.00069638
                     85,                 1.1224,                 0.6124,                 1.0251,                0.51171,                0.26167,                0.34546,                0.18952,                 1.6975,                 4.1416,                 1.1713,             0.00061856,             0.00061856,             0.00061856
                     86,                 1.1267,                0.61345,                 1.0285,                 0.4959,                 0.2964,                0.34969,                0.18989,                 1.6896,                 3.9894,                 1.1614,             0.00054506,             0.00054506,             0.00054506
                     87,                 1.1182,                0.61818,                 1.0252,                0.49879,                 0.2569,                0.33591,                0.18449,                 1.6961,                 4.1084,                 1.1683,             0.00047596,             0.00047596,             0.00047596
                     88,                  1.124,                 0.6258,                 1.0256,                0.50372,                0.29296,                0.35581,                0.18975,                 1.7039,                 3.9602,                 1.1752,             0.00041132,             0.00041132,             0.00041132
                     89,                 1.1174,                0.60313,                 1.0205,                 0.5301,                0.19111,                0.33516,                0.18537,                  1.702,                 4.3882,                 1.1718,             0.00035121,             0.00035121,             0.00035121
                     90,                 1.1094,                0.59969,                 1.0188,                0.53007,                0.25475,                0.35108,                 0.1912,                 1.7052,                 4.1379,                 1.1708,             0.00029569,             0.00029569,             0.00029569
                     91,                 1.1024,                0.57225,                 1.0162,                0.53837,                0.23447,                0.34881,                 0.1943,                 1.7029,                 4.1951,                 1.1712,             0.00024481,             0.00024481,             0.00024481
                     92,                 1.0979,                0.57415,                 1.0117,                0.52816,                0.20876,                0.33579,                  0.188,                 1.6943,                 4.2914,                  1.168,             0.00019863,             0.00019863,             0.00019863
                     93,                 1.1013,                 0.5676,                 1.0101,                0.52118,                0.18828,                0.33024,                0.18441,                 1.6989,                 4.3417,                 1.1723,             0.00015718,             0.00015718,             0.00015718
                     94,                 1.0943,                0.56539,                 1.0112,                0.51324,                0.18694,                0.32623,                0.18208,                 1.7062,                 4.3184,                 1.1784,             0.00012051,             0.00012051,             0.00012051
                     95,                   1.09,                0.55731,                 1.0087,                0.51894,                0.19897,                 0.3327,                0.18557,                 1.7112,                 4.2665,                 1.1814,             8.8663e-05,             8.8663e-05,             8.8663e-05
                     96,                 1.0916,                0.56022,                 1.0114,                0.52471,                 0.1835,                0.32892,                 0.1843,                 1.7118,                 4.3482,                 1.1792,             6.1658e-05,             6.1658e-05,             6.1658e-05
                     97,                 1.0913,                0.55885,                 1.0031,                0.52147,                0.17316,                0.32385,                0.18405,                  1.715,                 4.3996,                 1.1797,             3.9526e-05,             3.9526e-05,             3.9526e-05
                     98,                 1.0947,                0.56083,                 1.0119,                0.51828,                 0.1744,                0.32296,                0.18042,                 1.7142,                 4.3941,                 1.1799,              2.229e-05,              2.229e-05,              2.229e-05
                     99,                 1.0843,                0.55887,                 1.0122,                0.51794,                0.17386,                0.32219,                0.18146,                 1.7154,                 4.4009,                 1.1804,             9.9663e-06,             9.9663e-06,             9.9663e-06
                    100,                 1.0861,                0.55514,                 1.0073,                0.51732,                 0.1719,                0.32109,                0.18194,                 1.7162,                 4.4038,                   1.18,             2.5672e-06,             2.5672e-06,             2.5672e-06
