                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                 1.2754,                 0.8486,                 1.0916,                0.69491,                0.71166,                0.73499,                0.29866,                 2.0005,                 1.1357,                 1.3035,              0.0078104,              0.0078104,              0.0078104
                     33,                 1.2962,                0.85297,                 1.0953,                0.73252,                0.73869,                0.74925,                0.31356,                 1.9737,                 1.0933,                 1.2853,              0.0076792,              0.0076792,              0.0076792
                     34,                 1.2877,                0.85194,                 1.0883,                0.79236,                0.67095,                0.74062,                0.31959,                 1.9622,                 1.0396,                  1.312,              0.0075452,              0.0075452,              0.0075452
                     35,                 1.2779,                0.83983,                 1.0891,                0.79345,                0.72372,                0.75128,                0.33199,                 1.9261,                 1.0613,                 1.2641,              0.0074088,              0.0074088,              0.0074088
                     36,                  1.276,                0.84932,                 1.0691,                0.78492,                0.75072,                0.77527,                0.32594,                 1.9829,                 1.0208,                 1.3115,                0.00727,                0.00727,                0.00727
                     37,                 1.2653,                0.82786,                 1.0798,                0.75492,                0.71518,                0.73777,                0.32758,                  1.887,                 1.0199,                  1.252,              0.0071289,              0.0071289,              0.0071289
                     38,                 1.2647,                0.81774,                 1.0838,                0.76876,                0.75835,                0.74742,                 0.3245,                 1.9493,                 1.0194,                 1.2659,              0.0069858,              0.0069858,              0.0069858
                     39,                 1.2746,                0.82304,                 1.0845,                0.77072,                0.76332,                0.78278,                0.33627,                 1.9362,                 1.0521,                 1.2825,              0.0068407,              0.0068407,              0.0068407
                     40,                 1.2589,                0.82089,                 1.0835,                0.79239,                0.71818,                0.75771,                0.31744,                 1.9748,                 1.0578,                 1.2936,              0.0066937,              0.0066937,              0.0066937
                     41,                 1.2602,                0.81071,                 1.0774,                0.83147,                0.69562,                 0.7583,                0.31786,                 1.9875,                 1.0566,                 1.3127,              0.0065451,              0.0065451,              0.0065451
                     42,                 1.2503,                0.80206,                 1.0707,                0.79259,                0.70147,                0.74887,                0.32337,                 1.9438,                 1.0735,                 1.2732,               0.006395,               0.006395,               0.006395
                     43,                 1.2547,                0.78109,                 1.0714,                0.76622,                0.72818,                0.73469,                0.31947,                 1.9328,                   1.02,                 1.2574,              0.0062435,              0.0062435,              0.0062435
                     44,                 1.2526,                 0.7799,                 1.0773,                0.76315,                0.75993,                0.76083,                0.32198,                 1.9801,                 1.0143,                  1.294,              0.0060908,              0.0060908,              0.0060908
                     45,                 1.2414,                0.78928,                 1.0702,                 0.8166,                0.72421,                0.77385,                0.33217,                 1.9725,                  0.991,                 1.2878,              0.0059369,              0.0059369,              0.0059369
                     46,                 1.2485,                0.78442,                 1.0734,                0.81907,                0.71311,                0.76456,                0.32729,                  1.954,                 1.0653,                 1.2955,              0.0057822,              0.0057822,              0.0057822
                     47,                  1.224,                0.76507,                 1.0637,                0.81957,                0.73078,                0.77078,                0.32468,                 1.9778,                 1.0155,                 1.2948,              0.0056267,              0.0056267,              0.0056267
                     48,                 1.2258,                0.75474,                 1.0727,                0.83195,                0.72437,                 0.7717,                0.32267,                  1.923,                 1.0126,                 1.2691,              0.0054706,              0.0054706,              0.0054706
                     49,                 1.2234,                0.75488,                 1.0706,                0.78358,                0.73148,                0.75593,                0.31709,                 1.9583,                 1.0138,                 1.2911,               0.005314,               0.005314,               0.005314
                     50,                 1.2357,                0.76023,                 1.0666,                0.81297,                0.72818,                0.77008,                0.32323,                  1.957,                0.99619,                 1.2903,              0.0051571,              0.0051571,              0.0051571
                     51,                 1.2266,                0.75694,                 1.0641,                 0.7896,                0.74863,                0.76639,                0.32604,                 1.9323,                 1.0171,                 1.2809,              0.0050001,              0.0050001,              0.0050001
                     52,                 1.2132,                0.75339,                 1.0538,                0.78358,                0.72625,                0.75918,                0.32205,                 1.9583,                 1.0505,                 1.2953,               0.004843,               0.004843,               0.004843
                     53,                 1.2181,                0.73353,                 1.0589,                0.80563,                0.74462,                0.77028,                0.33363,                 1.9223,                0.97947,                 1.2734,              0.0046861,              0.0046861,              0.0046861
                     54,                  1.214,                 0.7397,                 1.0567,                0.79282,                0.76972,                0.78584,                0.34666,                 1.9126,                0.97344,                 1.2815,              0.0045295,              0.0045295,              0.0045295
                     55,                 1.2098,                0.71353,                  1.054,                0.78084,                0.74928,                0.76575,                0.32634,                 1.9647,                0.99718,                    1.3,              0.0043734,              0.0043734,              0.0043734
                     56,                 1.2027,                0.72135,                  1.059,                0.80274,                0.76088,                0.76453,                0.33035,                 1.9339,                0.99748,                 1.2784,              0.0042179,              0.0042179,              0.0042179
                     57,                 1.1892,                0.70947,                 1.0483,                0.79812,                0.77332,                0.78749,                  0.333,                 1.9793,                0.98164,                 1.3153,              0.0040632,              0.0040632,              0.0040632
                     58,                 1.2022,                0.71561,                  1.057,                0.80935,                0.74156,                0.78493,                0.34077,                 1.9221,                0.96205,                 1.2807,              0.0039093,              0.0039093,              0.0039093
                     59,                 1.1923,                0.69881,                 1.0496,                0.77292,                0.76292,                0.77187,                0.32846,                 1.9472,                0.96024,                 1.2908,              0.0037566,              0.0037566,              0.0037566
                     60,                 1.1854,                0.68303,                 1.0476,                0.78288,                0.79861,                0.79575,                0.33432,                  1.933,                0.95039,                 1.2865,              0.0036051,              0.0036051,              0.0036051
                     61,                 1.1924,                0.70202,                 1.0546,                 0.7901,                0.77473,                0.77802,                0.33801,                 1.9158,                0.96175,                  1.288,               0.003455,               0.003455,               0.003455
                     62,                 1.1795,                0.69468,                 1.0572,                0.79988,                0.74401,                0.77121,                0.32428,                 1.9594,                 0.9848,                 1.3058,              0.0033064,              0.0033064,              0.0033064
                     63,                 1.1758,                0.67817,                 1.0396,                0.80677,                0.75401,                0.78465,                0.33383,                 1.9403,                 0.9849,                 1.2818,              0.0031594,              0.0031594,              0.0031594
                     64,                 1.1795,                  0.697,                 1.0481,                0.81356,                0.78626,                0.78365,                0.33467,                 1.9403,                0.97672,                  1.292,              0.0030143,              0.0030143,              0.0030143
                     65,                 1.1755,                0.68563,                  1.047,                0.83746,                0.76555,                0.77975,                0.32266,                 1.9529,                 1.0007,                 1.3068,              0.0028712,              0.0028712,              0.0028712
                     66,                 1.1683,                0.66578,                 1.0372,                0.79411,                0.76226,                0.76829,                0.32869,                 1.9219,                 0.9621,                 1.2804,              0.0027301,              0.0027301,              0.0027301
                     67,                 1.1714,                0.67132,                 1.0411,                0.81053,                0.76167,                0.77298,                0.32464,                 1.9569,                0.99426,                 1.3005,              0.0025913,              0.0025913,              0.0025913
                     68,                 1.1649,                0.66787,                 1.0465,                0.80818,                0.79637,                0.78673,                0.32771,                 1.9534,                0.98418,                 1.3028,              0.0024549,              0.0024549,              0.0024549
                     69,                 1.1678,                0.66247,                 1.0353,                0.80538,                0.75355,                0.76624,                0.32504,                 1.9488,                0.98079,                 1.3018,              0.0023209,              0.0023209,              0.0023209
                     70,                 1.1581,                0.65648,                 1.0375,                0.79526,                   0.78,                0.77852,                 0.3344,                 1.9229,                0.95489,                 1.2944,              0.0021897,              0.0021897,              0.0021897
                     71,                   1.14,                0.65108,                 1.0269,                0.84563,                0.74276,                0.77998,                0.33791,                 1.9335,                0.95328,                 1.3005,              0.0020612,              0.0020612,              0.0020612
                     72,                 1.1523,                0.64745,                 1.0421,                0.84157,                0.75527,                0.78527,                 0.3283,                 1.9443,                0.97753,                 1.2988,              0.0019355,              0.0019355,              0.0019355
                     73,                 1.1432,                0.64832,                 1.0331,                0.83154,                0.77795,                0.77987,                0.33227,                 1.9371,                0.95178,                 1.2999,               0.001813,               0.001813,               0.001813
                     74,                 1.1323,                0.63054,                 1.0333,                0.79097,                0.79472,                0.78472,                0.33154,                 1.9184,                0.96649,                 1.2835,              0.0016935,              0.0016935,              0.0016935
                     75,                 1.1411,                0.63432,                 1.0272,                0.82535,                0.79222,                0.79593,                0.33335,                 1.9432,                0.97488,                 1.3052,              0.0015773,              0.0015773,              0.0015773
                     76,                 1.1375,                0.63245,                  1.031,                0.80533,                 0.7889,                0.78628,                0.33734,                 1.9319,                0.95061,                 1.2945,              0.0014646,              0.0014646,              0.0014646
                     77,                 1.1275,                0.62231,                 1.0269,                0.83386,                0.76477,                0.78017,                0.33268,                 1.9413,                0.98439,                 1.3005,              0.0013552,              0.0013552,              0.0013552
                     78,                 1.1273,                0.61775,                 1.0306,                0.82076,                0.79403,                0.78732,                0.34112,                 1.9225,                0.96721,                 1.2836,              0.0012495,              0.0012495,              0.0012495
                     79,                 1.1285,                0.61581,                 1.0226,                0.78916,                0.79119,                0.78464,                0.33447,                 1.9399,                0.97456,                 1.3061,              0.0011475,              0.0011475,              0.0011475
                     80,                 1.1302,                0.61213,                  1.022,                0.81348,                0.77054,                0.78273,                0.33361,                 1.9239,                0.95198,                 1.2869,              0.0010493,              0.0010493,              0.0010493
                     81,                 1.1172,                0.60874,                 1.0184,                0.79533,                0.79577,                0.79357,                0.33294,                 1.9486,                0.96931,                 1.3009,             0.00095501,             0.00095501,             0.00095501
                     82,                 1.1041,                0.61201,                 1.0202,                0.81942,                0.78538,                0.79175,                0.33234,                 1.9722,                0.98094,                 1.3176,             0.00086469,             0.00086469,             0.00086469
                     83,                 1.1195,                0.61606,                 1.0235,                0.81374,                0.78376,                0.78673,                0.33264,                 1.9485,                0.96559,                 1.3055,             0.00077845,             0.00077845,             0.00077845
                     84,                 1.1005,                 0.6012,                 1.0186,                0.82407,                0.79511,                 0.7998,                0.33296,                 1.9476,                0.96617,                 1.3022,             0.00069638,             0.00069638,             0.00069638
                     85,                 1.1104,                0.60307,                 1.0247,                0.84062,                0.77756,                0.79574,                0.33486,                 1.9406,                0.96522,                 1.3033,             0.00061856,             0.00061856,             0.00061856
                     86,                    1.1,                0.59947,                 1.0139,                0.83501,                0.77532,                0.78707,                 0.3344,                 1.9453,                0.95253,                 1.3033,             0.00054506,             0.00054506,             0.00054506
                     87,                 1.0837,                0.57464,                 1.0066,                0.84995,                0.77072,                0.78648,                0.33437,                 1.9346,                0.95697,                 1.2987,             0.00047596,             0.00047596,             0.00047596
                     88,                 1.1115,                0.60535,                 1.0144,                0.85016,                0.77132,                0.78928,                0.33626,                 1.9366,                0.96512,                  1.301,             0.00041132,             0.00041132,             0.00041132
                     89,                 1.0919,                0.58877,                 1.0176,                0.84475,                0.77447,                0.78922,                0.33218,                 1.9473,                0.96171,                 1.3088,             0.00035121,             0.00035121,             0.00035121
                     90,                 1.0856,                0.57819,                  1.008,                0.81738,                 0.7787,                0.78933,                0.33119,                 1.9439,                0.96397,                 1.3024,             0.00029569,             0.00029569,             0.00029569
                     91,                 1.0866,                0.55869,                 1.0052,                0.81507,                0.78654,                0.78668,                0.33172,                 1.9522,                0.96253,                 1.3135,             0.00024481,             0.00024481,             0.00024481
                     92,                 1.0812,                0.56061,                 1.0065,                0.82774,                0.78438,                0.78555,                0.33018,                 1.9479,                0.95543,                 1.3089,             0.00019863,             0.00019863,             0.00019863
                     93,                 1.0757,                0.55052,                  1.005,                0.82568,                0.78345,                0.78734,                0.33142,                 1.9481,                0.95841,                 1.3078,             0.00015718,             0.00015718,             0.00015718
                     94,                  1.083,                0.55039,                 1.0048,                  0.826,                0.78632,                0.78251,                0.33006,                 1.9534,                0.95909,                 1.3117,             0.00012051,             0.00012051,             0.00012051
                     95,                 1.0783,                0.54734,                 1.0047,                0.82246,                0.77954,                0.77741,                0.33119,                 1.9532,                0.95484,                 1.3096,             8.8663e-05,             8.8663e-05,             8.8663e-05
                     96,                  1.064,                0.54509,                  1.001,                0.82415,                0.78156,                0.78029,                0.33186,                 1.9529,                0.96116,                 1.3079,             6.1658e-05,             6.1658e-05,             6.1658e-05
                     97,                 1.0724,                0.54719,                 1.0026,                0.82953,                 0.7834,                0.79195,                0.33419,                 1.9535,                0.95809,                 1.3092,             3.9526e-05,             3.9526e-05,             3.9526e-05
                     98,                 1.0722,                0.54862,                 1.0027,                0.83025,                0.78497,                0.79043,                0.33281,                 1.9545,                0.96048,                 1.3095,              2.229e-05,              2.229e-05,              2.229e-05
                     99,                 1.0731,                0.54241,                 1.0031,                0.83044,                0.78596,                 0.7895,                0.33299,                 1.9536,                0.95965,                 1.3094,             9.9663e-06,             9.9663e-06,             9.9663e-06
                    100,                 1.0788,                0.55091,                 1.0043,                0.83106,                0.78613,                0.78948,                0.33289,                 1.9515,                0.95921,                  1.308,             2.5672e-06,             2.5672e-06,             2.5672e-06
