                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.2809,                0.79359,                 1.0515,                0.91054,                0.74458,                0.79987,                0.54254,                 1.1647,                0.63245,                0.98977,              0.0095888,              0.0095888,              0.0095888
                     15,                 1.2674,                0.78438,                 1.0469,                0.91483,                0.74315,                0.80173,                0.54774,                 1.1468,                0.62269,                0.98369,              0.0095241,              0.0095241,              0.0095241
                     16,                 1.2657,                0.77243,                 1.0456,                0.90997,                0.75232,                 0.8062,                0.55164,                 1.1452,                0.61239,                0.98119,               0.009455,               0.009455,               0.009455
                     17,                 1.2569,                0.76596,                 1.0399,                 0.9147,                 0.7515,                0.80604,                0.55299,                 1.1412,                0.60918,                0.98095,              0.0093815,              0.0093815,              0.0093815
                     18,                 1.2499,                0.76929,                 1.0397,                0.92141,                 0.7488,                0.80893,                 0.5552,                 1.1343,                0.60628,                 0.9788,              0.0093037,              0.0093037,              0.0093037
                     19,                 1.2456,                0.75404,                 1.0371,                0.92132,                0.74912,                0.80842,                 0.5559,                 1.1317,                0.60448,                0.97773,              0.0092216,              0.0092216,              0.0092216
                     20,                 1.2478,                 0.7569,                 1.0408,                0.92029,                0.75226,                0.80901,                0.55492,                 1.1381,                  0.604,                0.97816,              0.0091354,              0.0091354,              0.0091354
                     21,                 1.2438,                 0.7551,                 1.0366,                0.92383,                0.75279,                0.81051,                0.55631,                 1.1342,                0.60005,                0.97681,              0.0090451,              0.0090451,              0.0090451
                     22,                 1.2403,                0.74621,                 1.0383,                0.91262,                0.75501,                0.80534,                 0.5488,                 1.1452,                0.62034,                0.98039,              0.0089508,              0.0089508,              0.0089508
                     23,                 1.2331,                0.74222,                 1.0357,                0.91808,                0.75497,                0.80695,                0.55137,                 1.1361,                0.61089,                0.97766,              0.0088526,              0.0088526,              0.0088526
                     24,                 1.2294,                0.73393,                 1.0336,                0.92224,                0.75459,                0.80806,                 0.5542,                 1.1327,                0.60564,                0.97678,              0.0087506,              0.0087506,              0.0087506
                     25,                 1.2281,                0.73092,                 1.0347,                0.91964,                0.75677,                0.80692,                0.55229,                 1.1361,                 0.6103,                 0.9775,              0.0086449,              0.0086449,              0.0086449
                     26,                 1.2301,                0.73127,                 1.0313,                0.91837,                0.75792,                0.80791,                0.55436,                  1.134,                0.60518,                0.97669,              0.0085355,              0.0085355,              0.0085355
                     27,                 1.2228,                0.72892,                 1.0279,                0.91958,                0.75744,                0.80833,                 0.5549,                 1.1317,                0.60184,                 0.9762,              0.0084228,              0.0084228,              0.0084228
                     28,                  1.215,                0.72068,                 1.0309,                0.92052,                0.75846,                0.80973,                0.55744,                  1.127,                0.59558,                0.97506,              0.0083066,              0.0083066,              0.0083066
                     29,                 1.2226,                0.72511,                 1.0299,                0.92096,                0.75789,                0.81058,                0.55818,                 1.1255,                 0.5922,                0.97486,              0.0081871,              0.0081871,              0.0081871
                     30,                 1.2168,                0.72189,                 1.0275,                0.92049,                0.75884,                0.81136,                0.55924,                 1.1239,                0.58981,                0.97448,              0.0080646,              0.0080646,              0.0080646
                     31,                 1.2109,                0.71452,                 1.0278,                0.92248,                0.75957,                0.81201,                0.55993,                 1.1231,                0.58754,                0.97414,              0.0079389,              0.0079389,              0.0079389
                     32,                 1.2113,                0.70777,                 1.0265,                0.92117,                0.76061,                0.81272,                0.56074,                 1.1216,                0.58556,                0.97367,              0.0078104,              0.0078104,              0.0078104
                     33,                 1.2116,                0.71237,                  1.025,                0.92027,                0.76059,                0.81348,                0.56188,                 1.1201,                0.58325,                0.97318,              0.0076792,              0.0076792,              0.0076792
                     34,                 1.2071,                 0.7087,                 1.0246,                0.92004,                0.76082,                0.81435,                0.56291,                 1.1189,                0.58137,                0.97287,              0.0075452,              0.0075452,              0.0075452
                     35,                 1.2047,                0.70493,                  1.024,                0.92092,                0.76076,                0.81457,                0.56363,                 1.1181,                0.58041,                0.97259,              0.0074088,              0.0074088,              0.0074088
                     36,                 1.1927,                0.69469,                 1.0205,                0.92113,                0.76082,                0.81512,                0.56408,                 1.1178,                0.57874,                0.97252,                0.00727,                0.00727,                0.00727
                     37,                 1.2003,                 0.6973,                 1.0212,                0.91977,                0.76224,                 0.8157,                0.56492,                 1.1177,                0.57682,                0.97236,              0.0071289,              0.0071289,              0.0071289
                     38,                 1.1955,                0.69067,                 1.0203,                0.92053,                0.76185,                0.81629,                0.56586,                 1.1167,                0.57487,                0.97213,              0.0069858,              0.0069858,              0.0069858
                     39,                 1.1931,                0.68593,                 1.0207,                0.92139,                0.76197,                0.81698,                0.56655,                 1.1158,                0.57324,                0.97193,              0.0068407,              0.0068407,              0.0068407
                     40,                 1.1854,                0.68375,                 1.0195,                 0.9225,                0.76149,                0.81756,                0.56738,                 1.1143,                0.57183,                0.97165,              0.0066937,              0.0066937,              0.0066937
                     41,                 1.1834,                0.68203,                 1.0178,                0.91934,                0.76334,                0.81805,                0.56784,                 1.1135,                 0.5706,                 0.9715,              0.0065451,              0.0065451,              0.0065451
                     42,                 1.1852,                0.68007,                 1.0157,                0.92257,                0.76098,                0.81846,                0.56875,                 1.1118,                0.56896,                0.97118,               0.006395,               0.006395,               0.006395
                     43,                  1.172,                0.66933,                 1.0137,                 0.9208,                0.76292,                0.81933,                 0.5698,                 1.1101,                0.56763,                0.97072,              0.0062435,              0.0062435,              0.0062435
                     44,                 1.1737,                0.67354,                 1.0143,                0.92344,                0.76057,                0.81979,                0.57075,                 1.1082,                0.56652,                0.97039,              0.0060908,              0.0060908,              0.0060908
                     45,                 1.1738,                0.67015,                 1.0146,                0.92318,                0.76169,                0.82017,                0.57173,                 1.1066,                0.56554,                0.96999,              0.0059369,              0.0059369,              0.0059369
                     46,                 1.1693,                0.66722,                  1.011,                0.92363,                0.76144,                0.82061,                0.57277,                 1.1047,                0.56448,                 0.9696,              0.0057822,              0.0057822,              0.0057822
                     47,                 1.1691,                0.66675,                 1.0129,                0.92296,                0.76258,                0.82113,                0.57403,                 1.1025,                0.56371,                0.96929,              0.0056267,              0.0056267,              0.0056267
                     48,                 1.1627,                0.65966,                 1.0104,                0.92289,                 0.7629,                0.82153,                0.57503,                 1.1001,                0.56274,                  0.969,              0.0054706,              0.0054706,              0.0054706
                     49,                 1.1669,                0.66506,                 1.0101,                0.92417,                0.76151,                0.82221,                0.57636,                 1.0978,                0.56194,                0.96862,               0.005314,               0.005314,               0.005314
                     50,                 1.1559,                0.65728,                 1.0063,                0.92572,                0.76076,                0.82287,                0.57714,                 1.0962,                0.56118,                0.96821,              0.0051571,              0.0051571,              0.0051571
                     51,                 1.1543,                0.65089,                 1.0083,                0.92559,                0.76105,                0.82307,                0.57756,                 1.0953,                0.56039,                0.96789,              0.0050001,              0.0050001,              0.0050001
                     52,                 1.1537,                0.64681,                 1.0068,                 0.9263,                 0.7607,                0.82362,                0.57828,                  1.094,                0.55962,                0.96756,               0.004843,               0.004843,               0.004843
                     53,                 1.1458,                0.64888,                 1.0051,                0.92692,                0.76021,                0.82384,                0.57909,                 1.0925,                0.55908,                0.96701,              0.0046861,              0.0046861,              0.0046861
                     54,                  1.138,                0.64082,                 1.0043,                0.92771,                0.76012,                0.82409,                 0.5795,                 1.0909,                0.55796,                0.96636,              0.0045295,              0.0045295,              0.0045295
                     55,                 1.1362,                0.63509,                 1.0054,                0.92806,                0.76028,                0.82479,                0.58069,                 1.0886,                0.55706,                0.96575,              0.0043734,              0.0043734,              0.0043734
                     56,                 1.1304,                0.63379,                 1.0003,                0.92753,                0.76177,                0.82502,                0.58121,                 1.0872,                0.55602,                0.96522,              0.0042179,              0.0042179,              0.0042179
                     57,                 1.1283,                 0.6307,                      1,                0.92657,                0.76318,                0.82538,                0.58135,                 1.0868,                0.55562,                0.96495,              0.0040632,              0.0040632,              0.0040632
                     58,                 1.1252,                0.62401,                 1.0004,                0.92771,                0.76339,                0.82549,                0.58172,                  1.085,                0.55444,                0.96447,              0.0039093,              0.0039093,              0.0039093
                     59,                 1.1247,                0.62991,                0.99879,                0.92868,                0.76333,                0.82571,                0.58215,                 1.0833,                0.55339,                0.96402,              0.0037566,              0.0037566,              0.0037566
                     60,                 1.1174,                0.62274,                0.99434,                0.92866,                0.76422,                0.82616,                0.58271,                 1.0821,                0.55249,                0.96361,              0.0036051,              0.0036051,              0.0036051
                     61,                 1.1094,                0.61583,                0.99447,                0.92869,                0.76519,                 0.8266,                0.58355,                 1.0796,                0.55163,                0.96291,               0.003455,               0.003455,               0.003455
                     62,                 1.1085,                0.60767,                0.99224,                0.92879,                0.76511,                0.82696,                0.58389,                 1.0779,                0.55068,                0.96237,              0.0033064,              0.0033064,              0.0033064
                     63,                 1.1049,                0.60959,                0.99285,                0.92975,                 0.7649,                 0.8275,                0.58463,                  1.076,                0.54965,                0.96178,              0.0031594,              0.0031594,              0.0031594
                     64,                 1.0983,                 0.5999,                0.98896,                0.92926,                0.76476,                0.82785,                0.58603,                 1.0738,                0.54832,                0.96111,              0.0030143,              0.0030143,              0.0030143
                     65,                 1.0974,                0.59658,                0.98619,                0.92931,                0.76551,                0.82853,                0.58695,                 1.0716,                0.54713,                0.96039,              0.0028712,              0.0028712,              0.0028712
                     66,                 1.0887,                 0.5932,                0.98805,                0.92996,                0.76595,                0.82927,                0.58837,                 1.0693,                0.54586,                0.95971,              0.0027301,              0.0027301,              0.0027301
                     67,                 1.0838,                0.58922,                0.98328,                0.93033,                0.76642,                0.82989,                0.58934,                 1.0669,                 0.5446,                0.95904,              0.0025913,              0.0025913,              0.0025913
                     68,                 1.0836,                0.58497,                0.98274,                0.93126,                0.76554,                0.83056,                0.59035,                 1.0653,                0.54351,                0.95854,              0.0024549,              0.0024549,              0.0024549
                     69,                 1.0795,                 0.5827,                0.98274,                0.93157,                 0.7653,                0.83104,                0.59091,                 1.0637,                0.54214,                0.95796,              0.0023209,              0.0023209,              0.0023209
                     70,                 1.0738,                  0.581,                0.98085,                0.93184,                0.76649,                0.83148,                0.59197,                 1.0614,                0.54062,                0.95727,              0.0021897,              0.0021897,              0.0021897
                     71,                 1.0681,                0.57706,                0.98156,                 0.9313,                0.76683,                 0.8319,                0.59287,                 1.0592,                0.53935,                0.95655,              0.0020612,              0.0020612,              0.0020612
                     72,                 1.0665,                0.57046,                0.97798,                 0.9317,                 0.7666,                0.83236,                0.59371,                 1.0572,                 0.5386,                0.95588,              0.0019355,              0.0019355,              0.0019355
                     73,                 1.0613,                0.56401,                0.97449,                0.93207,                0.76676,                0.83305,                0.59462,                 1.0554,                0.53758,                0.95534,               0.001813,               0.001813,               0.001813
                     74,                 1.0581,                0.56504,                0.97392,                 0.9329,                0.76643,                0.83325,                0.59568,                 1.0536,                0.53668,                0.95479,              0.0016935,              0.0016935,              0.0016935
                     75,                 1.0565,                0.55979,                0.97668,                0.93048,                  0.768,                0.83364,                0.59671,                  1.052,                0.53596,                0.95421,              0.0015773,              0.0015773,              0.0015773
                     76,                 1.0469,                0.54948,                0.97196,                0.92977,                0.76871,                  0.834,                0.59725,                 1.0501,                0.53506,                0.95351,              0.0014646,              0.0014646,              0.0014646
                     77,                  1.049,                0.55331,                0.97215,                0.93061,                0.76849,                0.83406,                0.59826,                 1.0483,                 0.5345,                0.95284,              0.0013552,              0.0013552,              0.0013552
                     78,                 1.0439,                0.55242,                0.97141,                0.93132,                0.76795,                0.83424,                0.59887,                 1.0466,                0.53361,                0.95224,              0.0012495,              0.0012495,              0.0012495
                     79,                 1.0338,                0.54503,                  0.969,                0.93125,                0.76791,                0.83463,                0.59976,                 1.0447,                0.53264,                0.95157,              0.0011475,              0.0011475,              0.0011475
                     80,                 1.0338,                0.54152,                0.96691,                0.93046,                0.76884,                0.83489,                0.60027,                  1.043,                0.53236,                0.95107,              0.0010493,              0.0010493,              0.0010493
                     81,                  1.025,                0.53611,                0.96926,                0.93089,                0.76899,                0.83533,                0.60134,                  1.041,                0.53133,                0.95035,             0.00095501,             0.00095501,             0.00095501
                     82,                 1.0232,                0.53548,                0.96183,                0.93395,                0.76782,                0.83567,                0.60213,                 1.0387,                0.52996,                0.94961,             0.00086469,             0.00086469,             0.00086469
                     83,                 1.0212,                0.53372,                0.96215,                0.93383,                0.76835,                0.83596,                0.60305,                 1.0367,                0.52881,                0.94889,             0.00077845,             0.00077845,             0.00077845
                     84,                 1.0114,                0.52882,                0.96169,                0.93412,                0.76894,                0.83617,                0.60343,                 1.0347,                0.52753,                0.94826,             0.00069638,             0.00069638,             0.00069638
                     85,                 1.0053,                0.52014,                0.95507,                0.93323,                0.77063,                0.83677,                0.60427,                  1.033,                0.52649,                 0.9476,             0.00061856,             0.00061856,             0.00061856
                     86,                 1.0059,                0.52074,                0.95662,                0.93526,                0.77027,                0.83716,                0.60514,                 1.0311,                0.52519,                0.94693,             0.00054506,             0.00054506,             0.00054506
                     87,                  1.003,                0.51969,                0.95901,                0.93573,                 0.7701,                0.83732,                0.60564,                 1.0295,                0.52404,                 0.9463,             0.00047596,             0.00047596,             0.00047596
                     88,                0.99699,                0.51925,                0.95654,                0.93697,                0.77001,                0.83775,                0.60642,                 1.0271,                 0.5228,                 0.9456,             0.00041132,             0.00041132,             0.00041132
                     89,                0.99537,                 0.5123,                 0.9546,                0.93783,                0.76959,                0.83798,                0.60712,                 1.0253,                0.52134,                0.94497,             0.00035121,             0.00035121,             0.00035121
                     90,                0.99124,                0.51129,                0.95331,                 0.9394,                0.76932,                0.83844,                0.60764,                 1.0231,                0.51942,                0.94429,             0.00029569,             0.00029569,             0.00029569
                     91,                0.96783,                0.48277,                0.94549,                0.93986,                0.76994,                0.83909,                0.60844,                 1.0212,                0.51765,                0.94369,             0.00024481,             0.00024481,             0.00024481
                     92,                0.96458,                0.47892,                0.94145,                0.94087,                 0.7697,                0.83957,                0.60907,                 1.0195,                0.51612,                 0.9431,             0.00019863,             0.00019863,             0.00019863
                     93,                0.96337,                0.48065,                 0.9417,                0.94242,                0.76994,                0.84002,                 0.6099,                 1.0173,                0.51451,                0.94236,             0.00015718,             0.00015718,             0.00015718
                     94,                 0.9628,                0.47865,                 0.9426,                 0.9422,                 0.7708,                0.84048,                0.61075,                 1.0148,                0.51228,                 0.9416,             0.00012051,             0.00012051,             0.00012051
                     95,                0.96229,                 0.4778,                0.93979,                0.94297,                0.77093,                0.84084,                 0.6117,                 1.0129,                0.51043,                0.94088,             8.8663e-05,             8.8663e-05,             8.8663e-05
                     96,                0.95784,                0.47588,                0.93976,                0.94006,                0.77439,                0.84103,                0.61255,                  1.011,                0.50839,                0.94027,             6.1658e-05,             6.1658e-05,             6.1658e-05
                     97,                0.95433,                0.47276,                0.94014,                 0.9359,                 0.7762,                 0.8415,                0.61343,                 1.0091,                0.50655,                0.93965,             3.9526e-05,             3.9526e-05,             3.9526e-05
                     98,                0.95792,                0.47554,                0.94181,                0.93625,                0.77707,                0.84204,                0.61409,                 1.0074,                0.50437,                0.93896,              2.229e-05,              2.229e-05,              2.229e-05
                     99,                0.96181,                0.47773,                0.94031,                0.93671,                0.77821,                0.84255,                0.61446,                 1.0063,                0.50192,                0.93841,             9.9663e-06,             9.9663e-06,             9.9663e-06
                    100,                0.95752,                0.47338,                0.93957,                0.93703,                0.77961,                 0.8434,                0.61521,                 1.0047,                 0.4998,                0.93783,             2.5672e-06,             2.5672e-06,             2.5672e-06
